Training_Region_Cell_ID,D_model1,D_model2,D_dataCat,D_dataFeat,D_kgS0,D_kgS1,D_kgS2,D_kgS3,D_nopredTarget,D_onto,invalid_cell,type,cell-pair(s),family,setID,trial_ID,status,comments
1334,3,1,1,2,2,1,1,1,1,2,,,,,,,,
1335,3,1,1,2,2,1,1,1,1,3,,,,,,,,
1336,3,1,1,2,2,1,1,1,2,1,B,,,,,,,
1337,3,1,1,2,2,1,1,1,2,2,,,,,,,,
1338,3,1,1,2,2,1,1,1,2,3,,,,,,,,
1339,3,1,1,2,2,1,1,1,3,1,B,,,,,,,
1340,3,1,1,2,2,1,1,1,3,2,,,,,,,,
1341,3,1,1,2,2,1,1,1,3,3,,,,,,,,
1342,3,1,1,2,3,1,1,1,1,1,B,,,,,,,
1343,3,1,1,2,3,1,1,1,1,2,,,,,,,,
1344,3,1,1,2,3,1,1,1,1,3,,,,,,,,
1345,3,1,1,2,3,1,1,1,2,1,B,,,,,,,
1346,3,1,1,2,3,1,1,1,2,2,,,,,,,,
1347,3,1,1,2,3,1,1,1,2,3,,,,,,,,
1348,3,1,1,2,3,1,1,1,3,1,B,,,,,,,
1349,3,1,1,2,3,1,1,1,3,2,,,,,,,,
1350,3,1,1,2,3,1,1,1,3,3,,,,,,,,
1351,3,1,1,3,1,1,1,1,1,1,,,,,,,,
1352,3,1,1,3,1,1,1,1,1,2,A,,,,,,,
1353,3,1,1,3,1,1,1,1,1,3,A,,,,,,,
1354,3,1,1,3,1,1,1,1,2,1,,,,,,,,
1355,3,1,1,3,1,1,1,1,2,2,A,,,,,,,
1356,3,1,1,3,1,1,1,1,2,3,A,,,,,,,
1357,3,1,1,3,1,1,1,1,3,1,,,,,,,,
1358,3,1,1,3,1,1,1,1,3,2,A,,,,,,,
1359,3,1,1,3,1,1,1,1,3,3,A,,,,,,,
1360,3,1,1,3,2,1,1,1,1,1,B,,,,,,,
1361,3,1,1,3,2,1,1,1,1,2,,,,,,,,
1362,3,1,1,3,2,1,1,1,1,3,,,,,,,,
1363,3,1,1,3,2,1,1,1,2,1,B,,,,,,,
1364,3,1,1,3,2,1,1,1,2,2,,,,,,,,
1365,3,1,1,3,2,1,1,1,2,3,,,,,,,,
1366,3,1,1,3,2,1,1,1,3,1,B,,,,,,,
1367,3,1,1,3,2,1,1,1,3,2,,,,,,,,
1368,3,1,1,3,2,1,1,1,3,3,,,,,,,,
1369,3,1,1,3,3,1,1,1,1,1,B,,,,,,,
1370,3,1,1,3,3,1,1,1,1,2,,,,,,,,
1371,3,1,1,3,3,1,1,1,1,3,,,,,,,,
1372,3,1,1,3,3,1,1,1,2,1,B,,,,,,,
1373,3,1,1,3,3,1,1,1,2,2,,,,,,,,
1374,3,1,1,3,3,1,1,1,2,3,,,,,,,,
1375,3,1,1,3,3,1,1,1,3,1,B,,,,,,,
1376,3,1,1,3,3,1,1,1,3,2,,,,,,,,
1377,3,1,1,3,3,1,1,1,3,3,,,,,,,,
1378,3,1,1,4,1,1,1,1,1,1,,,,,,,,
1379,3,1,1,4,1,1,1,1,1,2,A,,,,,,,
1380,3,1,1,4,1,1,1,1,1,3,A,,,,,,,
1381,3,1,1,4,1,1,1,1,2,1,,,,,,,,
1382,3,1,1,4,1,1,1,1,2,2,A,,,,,,,
1383,3,1,1,4,1,1,1,1,2,3,A,,,,,,,
1384,3,1,1,4,1,1,1,1,3,1,,,,,,,,
1385,3,1,1,4,1,1,1,1,3,2,A,,,,,,,
1386,3,1,1,4,1,1,1,1,3,3,A,,,,,,,
1387,3,1,1,4,2,1,1,1,1,1,B,,,,,,,
1388,3,1,1,4,2,1,1,1,1,2,,,,,,,,
1389,3,1,1,4,2,1,1,1,1,3,,,,,,,,
1390,3,1,1,4,2,1,1,1,2,1,B,,,,,,,
1391,3,1,1,4,2,1,1,1,2,2,,,,,,,,
1392,3,1,1,4,2,1,1,1,2,3,,,,,,,,
1393,3,1,1,4,2,1,1,1,3,1,B,,,,,,,
1394,3,1,1,4,2,1,1,1,3,2,,,,,,,,
1395,3,1,1,4,2,1,1,1,3,3,,,,,,,,
1396,3,1,1,4,3,1,1,1,1,1,B,,,,,,,
1397,3,1,1,4,3,1,1,1,1,2,,,,,,,,
1398,3,1,1,4,3,1,1,1,1,3,,,,,,,,
1399,3,1,1,4,3,1,1,1,2,1,B,,,,,,,
1400,3,1,1,4,3,1,1,1,2,2,,,,,,,,
1401,3,1,1,4,3,1,1,1,2,3,,,,,,,,
1402,3,1,1,4,3,1,1,1,3,1,B,,,,,,,
1403,3,1,1,4,3,1,1,1,3,2,,,,,,,,
1404,3,1,1,4,3,1,1,1,3,3,,,,,,,,
1405,3,1,2,1,1,1,1,1,1,1,,,,,,,,
1406,3,1,2,1,1,1,1,1,1,2,A,,,,,,,
1407,3,1,2,1,1,1,1,1,1,3,A,,,,,,,
1408,3,1,2,1,1,1,1,1,2,1,,,,,,,,
1409,3,1,2,1,1,1,1,1,2,2,A,,,,,,,
1410,3,1,2,1,1,1,1,1,2,3,A,,,,,,,
1411,3,1,2,1,1,1,1,1,3,1,,,,,,,,
1412,3,1,2,1,1,1,1,1,3,2,A,,,,,,,
1413,3,1,2,1,1,1,1,1,3,3,A,,,,,,,
1414,3,1,2,1,2,1,1,1,1,1,B,,,,,,,
1415,3,1,2,1,2,1,1,1,1,2,,,,,,,,
1416,3,1,2,1,2,1,1,1,1,3,,,,,,,,
1417,3,1,2,1,2,1,1,1,2,1,B,,,,,,,
1418,3,1,2,1,2,1,1,1,2,2,,,,,,,,
1419,3,1,2,1,2,1,1,1,2,3,,,,,,,,
1420,3,1,2,1,2,1,1,1,3,1,B,,,,,,,
1421,3,1,2,1,2,1,1,1,3,2,,,,,,,,
1422,3,1,2,1,2,1,1,1,3,3,,,,,,,,
1423,3,1,2,1,3,1,1,1,1,1,B,,,,,,,
1424,3,1,2,1,3,1,1,1,1,2,,,,,,,,
1425,3,1,2,1,3,1,1,1,1,3,,,,,,,,
1426,3,1,2,1,3,1,1,1,2,1,B,,,,,,,
1427,3,1,2,1,3,1,1,1,2,2,,,,,,,,
1428,3,1,2,1,3,1,1,1,2,3,,,,,,,,
1429,3,1,2,1,3,1,1,1,3,1,B,,,,,,,
1430,3,1,2,1,3,1,1,1,3,2,,,,,,,,
1431,3,1,2,1,3,1,1,1,3,3,,,,,,,,
1432,3,1,2,2,1,1,1,1,1,1,,,,,,,,
1433,3,1,2,2,1,1,1,1,1,2,A,,,,,,,
1434,3,1,2,2,1,1,1,1,1,3,A,,,,,,,
1435,3,1,2,2,1,1,1,1,2,1,,,,,,,,
1436,3,1,2,2,1,1,1,1,2,2,A,,,,,,,
1437,3,1,2,2,1,1,1,1,2,3,A,,,,,,,
1438,3,1,2,2,1,1,1,1,3,1,,,,,,,,
1439,3,1,2,2,1,1,1,1,3,2,A,,,,,,,
1440,3,1,2,2,1,1,1,1,3,3,A,,,,,,,
1441,3,1,2,2,2,1,1,1,1,1,B,,,,,,,
1442,3,1,2,2,2,1,1,1,1,2,,,,,,,,
1443,3,1,2,2,2,1,1,1,1,3,,,,,,,,
1444,3,1,2,2,2,1,1,1,2,1,B,,,,,,,
1445,3,1,2,2,2,1,1,1,2,2,,,,,,,,
1446,3,1,2,2,2,1,1,1,2,3,,,,,,,,
1447,3,1,2,2,2,1,1,1,3,1,B,,,,,,,
1448,3,1,2,2,2,1,1,1,3,2,,,,,,,,
1449,3,1,2,2,2,1,1,1,3,3,,,,,,,,
1450,3,1,2,2,3,1,1,1,1,1,B,,,,,,,
1451,3,1,2,2,3,1,1,1,1,2,,,,,,,,
1452,3,1,2,2,3,1,1,1,1,3,,,,,,,,
1453,3,1,2,2,3,1,1,1,2,1,B,,,,,,,
1454,3,1,2,2,3,1,1,1,2,2,,,,,,,,
1455,3,1,2,2,3,1,1,1,2,3,,,,,,,,
1456,3,1,2,2,3,1,1,1,3,1,B,,,,,,,
1457,3,1,2,2,3,1,1,1,3,2,,,,,,,,
1458,3,1,2,2,3,1,1,1,3,3,,,,,,,,
1459,3,1,2,3,1,1,1,1,1,1,,,,,,,,
1460,3,1,2,3,1,1,1,1,1,2,A,,,,,,,
1461,3,1,2,3,1,1,1,1,1,3,A,,,,,,,
1462,3,1,2,3,1,1,1,1,2,1,,,,,,,,
1463,3,1,2,3,1,1,1,1,2,2,A,,,,,,,
1464,3,1,2,3,1,1,1,1,2,3,A,,,,,,,
1465,3,1,2,3,1,1,1,1,3,1,,,,,,,,
1466,3,1,2,3,1,1,1,1,3,2,A,,,,,,,
1467,3,1,2,3,1,1,1,1,3,3,A,,,,,,,
1468,3,1,2,3,2,1,1,1,1,1,B,,,,,,,
1469,3,1,2,3,2,1,1,1,1,2,,,,,,,,
1470,3,1,2,3,2,1,1,1,1,3,,,,,,,,
1471,3,1,2,3,2,1,1,1,2,1,B,,,,,,,
1472,3,1,2,3,2,1,1,1,2,2,,,,,,,,
1473,3,1,2,3,2,1,1,1,2,3,,,,,,,,
1474,3,1,2,3,2,1,1,1,3,1,B,,,,,,,
1475,3,1,2,3,2,1,1,1,3,2,,,,,,,,
1476,3,1,2,3,2,1,1,1,3,3,,,,,,,,
1477,3,1,2,3,3,1,1,1,1,1,B,,,,,,,
1478,3,1,2,3,3,1,1,1,1,2,,,,,,,,
1479,3,1,2,3,3,1,1,1,1,3,,,,,,,,
1480,3,1,2,3,3,1,1,1,2,1,B,,,,,,,
1481,3,1,2,3,3,1,1,1,2,2,,,,,,,,
1482,3,1,2,3,3,1,1,1,2,3,,,,,,,,
1483,3,1,2,3,3,1,1,1,3,1,B,,,,,,,
1484,3,1,2,3,3,1,1,1,3,2,,,,,,,,
1485,3,1,2,3,3,1,1,1,3,3,,,,,,,,
1486,3,1,2,4,1,1,1,1,1,1,,,,,,,,
1487,3,1,2,4,1,1,1,1,1,2,A,,,,,,,
1488,3,1,2,4,1,1,1,1,1,3,A,,,,,,,
1489,3,1,2,4,1,1,1,1,2,1,,,,,,,,
1490,3,1,2,4,1,1,1,1,2,2,A,,,,,,,
1491,3,1,2,4,1,1,1,1,2,3,A,,,,,,,
1492,3,1,2,4,1,1,1,1,3,1,,,,,,,,
1493,3,1,2,4,1,1,1,1,3,2,A,,,,,,,
1494,3,1,2,4,1,1,1,1,3,3,A,,,,,,,
1495,3,1,2,4,2,1,1,1,1,1,B,,,,,,,
1496,3,1,2,4,2,1,1,1,1,2,,,,,,,,
1497,3,1,2,4,2,1,1,1,1,3,,,,,,,,
1498,3,1,2,4,2,1,1,1,2,1,B,,,,,,,
1499,3,1,2,4,2,1,1,1,2,2,,,,,,,,
1500,3,1,2,4,2,1,1,1,2,3,,,,,,,,
1501,3,1,2,4,2,1,1,1,3,1,B,,,,,,,
1502,3,1,2,4,2,1,1,1,3,2,,,,,,,,
1503,3,1,2,4,2,1,1,1,3,3,,,,,,,,
1504,3,1,2,4,3,1,1,1,1,1,B,,,,,,,
1505,3,1,2,4,3,1,1,1,1,2,,,,,,,,
1506,3,1,2,4,3,1,1,1,1,3,,,,,,,,
1507,3,1,2,4,3,1,1,1,2,1,B,,,,,,,
1508,3,1,2,4,3,1,1,1,2,2,,,,,,,,
1509,3,1,2,4,3,1,1,1,2,3,,,,,,,,
1510,3,1,2,4,3,1,1,1,3,1,B,,,,,,,
1511,3,1,2,4,3,1,1,1,3,2,,,,,,,,
1512,3,1,2,4,3,1,1,1,3,3,,,,,,,,
1513,3,1,3,1,1,1,1,1,1,1,C,,,,,,,
1514,3,1,3,1,1,1,1,1,1,2,,,,,,,,
1515,3,1,3,1,1,1,1,1,1,3,,,,,,,,
1516,3,1,3,1,1,1,1,1,2,1,C,,,,,,,
1517,3,1,3,1,1,1,1,1,2,2,,,,,,,,
1518,3,1,3,1,1,1,1,1,2,3,,,,,,,,
1519,3,1,3,1,1,1,1,1,3,1,C,,,,,,,
1520,3,1,3,1,1,1,1,1,3,2,,,,,,,,
1521,3,1,3,1,1,1,1,1,3,3,,,,,,,,
1522,3,1,3,1,2,1,1,1,1,1,D,,,,,,,
1523,3,1,3,1,2,1,1,1,1,2,,,,,,,,
1524,3,1,3,1,2,1,1,1,1,3,,,,,,,,
1525,3,1,3,1,2,1,1,1,2,1,D,,,,,,,
1526,3,1,3,1,2,1,1,1,2,2,,,,,,,,
1527,3,1,3,1,2,1,1,1,2,3,,,,,,,,
1528,3,1,3,1,2,1,1,1,3,1,D,,,,,,,
1529,3,1,3,1,2,1,1,1,3,2,,,,,,,,
1530,3,1,3,1,2,1,1,1,3,3,,,,,,,,
1531,3,1,3,1,3,1,1,1,1,1,D,,,,,,,
1532,3,1,3,1,3,1,1,1,1,2,,,,,,,,
1533,3,1,3,1,3,1,1,1,1,3,,,,,,,,
1534,3,1,3,1,3,1,1,1,2,1,D,,,,,,,
1535,3,1,3,1,3,1,1,1,2,2,,,,,,,,
1536,3,1,3,1,3,1,1,1,2,3,,,,,,,,
1537,3,1,3,1,3,1,1,1,3,1,D,,,,,,,
1538,3,1,3,1,3,1,1,1,3,2,,,,,,,,
1539,3,1,3,1,3,1,1,1,3,3,,,,,,,,
1540,3,1,3,2,1,1,1,1,1,1,C,,,,,,,
1541,3,1,3,2,1,1,1,1,1,2,,,,,,,,
1542,3,1,3,2,1,1,1,1,1,3,,,,,,,,
1543,3,1,3,2,1,1,1,1,2,1,C,,,,,,,
1544,3,1,3,2,1,1,1,1,2,2,,,,,,,,
1545,3,1,3,2,1,1,1,1,2,3,,,,,,,,
1546,3,1,3,2,1,1,1,1,3,1,C,,,,,,,
1547,3,1,3,2,1,1,1,1,3,2,,,,,,,,
1548,3,1,3,2,1,1,1,1,3,3,,,,,,,,
1549,3,1,3,2,2,1,1,1,1,1,D,,,,,,,
1550,3,1,3,2,2,1,1,1,1,2,,,,,,,,
1551,3,1,3,2,2,1,1,1,1,3,,,,,,,,
1552,3,1,3,2,2,1,1,1,2,1,D,,,,,,,
1553,3,1,3,2,2,1,1,1,2,2,,,,,,,,
1554,3,1,3,2,2,1,1,1,2,3,,,,,,,,
1555,3,1,3,2,2,1,1,1,3,1,D,,,,,,,
1556,3,1,3,2,2,1,1,1,3,2,,,,,,,,
1557,3,1,3,2,2,1,1,1,3,3,,,,,,,,
1558,3,1,3,2,3,1,1,1,1,1,D,,,,,,,
1559,3,1,3,2,3,1,1,1,1,2,,,,,,,,
1560,3,1,3,2,3,1,1,1,1,3,,,,,,,,
1561,3,1,3,2,3,1,1,1,2,1,D,,,,,,,
1562,3,1,3,2,3,1,1,1,2,2,,,,,,,,
1563,3,1,3,2,3,1,1,1,2,3,,,,,,,,
1564,3,1,3,2,3,1,1,1,3,1,D,,,,,,,
1565,3,1,3,2,3,1,1,1,3,2,,,,,,,,
1566,3,1,3,2,3,1,1,1,3,3,,,,,,,,
1567,3,1,3,3,1,1,1,1,1,1,C,,,,,,,
1568,3,1,3,3,1,1,1,1,1,2,,,,,,,,
1569,3,1,3,3,1,1,1,1,1,3,,,,,,,,
1570,3,1,3,3,1,1,1,1,2,1,C,,,,,,,
1571,3,1,3,3,1,1,1,1,2,2,,,,,,,,
1572,3,1,3,3,1,1,1,1,2,3,,,,,,,,
1573,3,1,3,3,1,1,1,1,3,1,C,,,,,,,
1574,3,1,3,3,1,1,1,1,3,2,,,,,,,,
1575,3,1,3,3,1,1,1,1,3,3,,,,,,,,
1576,3,1,3,3,2,1,1,1,1,1,D,,,,,,,
1577,3,1,3,3,2,1,1,1,1,2,,,,,,,,
1578,3,1,3,3,2,1,1,1,1,3,,,,,,,,
1579,3,1,3,3,2,1,1,1,2,1,D,,,,,,,
1580,3,1,3,3,2,1,1,1,2,2,,,,,,,,
1581,3,1,3,3,2,1,1,1,2,3,,,,,,,,
1582,3,1,3,3,2,1,1,1,3,1,D,,,,,,,
1583,3,1,3,3,2,1,1,1,3,2,,,,,,,,
1584,3,1,3,3,2,1,1,1,3,3,,,,,,,,
1585,3,1,3,3,3,1,1,1,1,1,D,,,,,,,
1586,3,1,3,3,3,1,1,1,1,2,,,,,,,,
1587,3,1,3,3,3,1,1,1,1,3,,,,,,,,
1588,3,1,3,3,3,1,1,1,2,1,D,,,,,,,
1589,3,1,3,3,3,1,1,1,2,2,,,,,,,,
1590,3,1,3,3,3,1,1,1,2,3,,,,,,,,
1591,3,1,3,3,3,1,1,1,3,1,D,,,,,,,
1592,3,1,3,3,3,1,1,1,3,2,,,,,,,,
1593,3,1,3,3,3,1,1,1,3,3,,,,,,,,
1594,3,1,3,4,1,1,1,1,1,1,C,,,,,,,
1595,3,1,3,4,1,1,1,1,1,2,,,,,,,,
1596,3,1,3,4,1,1,1,1,1,3,,,,,,,,
1597,3,1,3,4,1,1,1,1,2,1,C,,,,,,,
1598,3,1,3,4,1,1,1,1,2,2,,,,,,,,
1599,3,1,3,4,1,1,1,1,2,3,,,,,,,,
1600,3,1,3,4,1,1,1,1,3,1,C,,,,,,,
1601,3,1,3,4,1,1,1,1,3,2,,,,,,,,
1602,3,1,3,4,1,1,1,1,3,3,,,,,,,,
1603,3,1,3,4,2,1,1,1,1,1,D,,,,,,,
1604,3,1,3,4,2,1,1,1,1,2,,,,,,,,
1605,3,1,3,4,2,1,1,1,1,3,,,,,,,,
1606,3,1,3,4,2,1,1,1,2,1,D,,,,,,,
1607,3,1,3,4,2,1,1,1,2,2,,,,,,,,
1608,3,1,3,4,2,1,1,1,2,3,,,,,,,,
1609,3,1,3,4,2,1,1,1,3,1,D,,,,,,,
1610,3,1,3,4,2,1,1,1,3,2,,,,,,,,
1611,3,1,3,4,2,1,1,1,3,3,,,,,,,,
1612,3,1,3,4,3,1,1,1,1,1,D,,,,,,,
1613,3,1,3,4,3,1,1,1,1,2,,,,,,,,
1614,3,1,3,4,3,1,1,1,1,3,,,,,,,,
1615,3,1,3,4,3,1,1,1,2,1,D,,,,,,,
1616,3,1,3,4,3,1,1,1,2,2,,,,,,,,
1617,3,1,3,4,3,1,1,1,2,3,,,,,,,,
1618,3,1,3,4,3,1,1,1,3,1,D,,,,,,,
1619,3,1,3,4,3,1,1,1,3,2,,,,,,,,
1620,3,1,3,4,3,1,1,1,3,3,,,,,,,,
1621,3,2,1,1,1,1,1,1,1,1,,,,,,,,
1622,3,2,1,1,1,1,1,1,1,2,A,,,,,,,
1623,3,2,1,1,1,1,1,1,1,3,A,,,,,,,
1624,3,2,1,1,1,1,1,1,2,1,,,,,,,,
1625,3,2,1,1,1,1,1,1,2,2,A,,,,,,,
1626,3,2,1,1,1,1,1,1,2,3,A,,,,,,,
1627,3,2,1,1,1,1,1,1,3,1,,,,,,,,
1628,3,2,1,1,1,1,1,1,3,2,A,,,,,,,
1629,3,2,1,1,1,1,1,1,3,3,A,,,,,,,
1630,3,2,1,1,2,1,1,1,1,1,B,,,,,,,
1631,3,2,1,1,2,1,1,1,1,2,,,,,,,,
1632,3,2,1,1,2,1,1,1,1,3,,,,,,,,
1633,3,2,1,1,2,1,1,1,2,1,B,,,,,,,
1634,3,2,1,1,2,1,1,1,2,2,,,,,,,,
1635,3,2,1,1,2,1,1,1,2,3,,,,,,,,
1636,3,2,1,1,2,1,1,1,3,1,B,,,,,,,
1637,3,2,1,1,2,1,1,1,3,2,,,,,,,,
1638,3,2,1,1,2,1,1,1,3,3,,,,,,,,
1639,3,2,1,1,3,1,1,1,1,1,B,,,,,,,
1640,3,2,1,1,3,1,1,1,1,2,,,,,,,,
1641,3,2,1,1,3,1,1,1,1,3,,,,,,,,
1642,3,2,1,1,3,1,1,1,2,1,B,,,,,,,
1643,3,2,1,1,3,1,1,1,2,2,,,,,,,,
1644,3,2,1,1,3,1,1,1,2,3,,,,,,,,
1645,3,2,1,1,3,1,1,1,3,1,B,,,,,,,
1646,3,2,1,1,3,1,1,1,3,2,,,,,,,,
1647,3,2,1,1,3,1,1,1,3,3,,,,,,,,
1648,3,2,1,2,1,1,1,1,1,1,,,,,,,,
1649,3,2,1,2,1,1,1,1,1,2,A,,,,,,,
1650,3,2,1,2,1,1,1,1,1,3,A,,,,,,,
1651,3,2,1,2,1,1,1,1,2,1,,,,,,,,
1652,3,2,1,2,1,1,1,1,2,2,A,,,,,,,
1653,3,2,1,2,1,1,1,1,2,3,A,,,,,,,
1654,3,2,1,2,1,1,1,1,3,1,,,,,,,,
1655,3,2,1,2,1,1,1,1,3,2,A,,,,,,,
1656,3,2,1,2,1,1,1,1,3,3,A,,,,,,,
1657,3,2,1,2,2,1,1,1,1,1,B,,,,,,,
1658,3,2,1,2,2,1,1,1,1,2,,,,,,,,
1659,3,2,1,2,2,1,1,1,1,3,,,,,,,,
1660,3,2,1,2,2,1,1,1,2,1,B,,,,,,,
1661,3,2,1,2,2,1,1,1,2,2,,,,,,,,
1662,3,2,1,2,2,1,1,1,2,3,,,,,,,,
1663,3,2,1,2,2,1,1,1,3,1,B,,,,,,,
1664,3,2,1,2,2,1,1,1,3,2,,,,,,,,
1665,3,2,1,2,2,1,1,1,3,3,,,,,,,,
1666,3,2,1,2,3,1,1,1,1,1,B,,,,,,,
1667,3,2,1,2,3,1,1,1,1,2,,,,,,,,
1668,3,2,1,2,3,1,1,1,1,3,,,,,,,,
1669,3,2,1,2,3,1,1,1,2,1,B,,,,,,,
1670,3,2,1,2,3,1,1,1,2,2,,,,,,,,
1671,3,2,1,2,3,1,1,1,2,3,,,,,,,,
1672,3,2,1,2,3,1,1,1,3,1,B,,,,,,,
1673,3,2,1,2,3,1,1,1,3,2,,,,,,,,
1674,3,2,1,2,3,1,1,1,3,3,,,,,,,,
1675,3,2,1,3,1,1,1,1,1,1,,,,,,,,
1676,3,2,1,3,1,1,1,1,1,2,A,,,,,,,
1677,3,2,1,3,1,1,1,1,1,3,A,,,,,,,
1678,3,2,1,3,1,1,1,1,2,1,,,,,,,,
1679,3,2,1,3,1,1,1,1,2,2,A,,,,,,,
1680,3,2,1,3,1,1,1,1,2,3,A,,,,,,,
1681,3,2,1,3,1,1,1,1,3,1,,,,,,,,
1682,3,2,1,3,1,1,1,1,3,2,A,,,,,,,
1683,3,2,1,3,1,1,1,1,3,3,A,,,,,,,
1684,3,2,1,3,2,1,1,1,1,1,B,,,,,,,
1685,3,2,1,3,2,1,1,1,1,2,,,,,,,,
1686,3,2,1,3,2,1,1,1,1,3,,,,,,,,
1687,3,2,1,3,2,1,1,1,2,1,B,,,,,,,
1688,3,2,1,3,2,1,1,1,2,2,,,,,,,,
1689,3,2,1,3,2,1,1,1,2,3,,,,,,,,
1690,3,2,1,3,2,1,1,1,3,1,B,,,,,,,
1691,3,2,1,3,2,1,1,1,3,2,,,,,,,,
1692,3,2,1,3,2,1,1,1,3,3,,,,,,,,
1693,3,2,1,3,3,1,1,1,1,1,B,,,,,,,
1694,3,2,1,3,3,1,1,1,1,2,,,,,,,,
1695,3,2,1,3,3,1,1,1,1,3,,,,,,,,
1696,3,2,1,3,3,1,1,1,2,1,B,,,,,,,
1697,3,2,1,3,3,1,1,1,2,2,,,,,,,,
1698,3,2,1,3,3,1,1,1,2,3,,,,,,,,
1699,3,2,1,3,3,1,1,1,3,1,B,,,,,,,
1700,3,2,1,3,3,1,1,1,3,2,,,,,,,,
1701,3,2,1,3,3,1,1,1,3,3,,,,,,,,
1702,3,2,1,4,1,1,1,1,1,1,,,,,,,,
1703,3,2,1,4,1,1,1,1,1,2,A,,,,,,,
1704,3,2,1,4,1,1,1,1,1,3,A,,,,,,,
1705,3,2,1,4,1,1,1,1,2,1,,,,,,,,
1706,3,2,1,4,1,1,1,1,2,2,A,,,,,,,
1707,3,2,1,4,1,1,1,1,2,3,A,,,,,,,
1708,3,2,1,4,1,1,1,1,3,1,,,,,,,,
1709,3,2,1,4,1,1,1,1,3,2,A,,,,,,,
1710,3,2,1,4,1,1,1,1,3,3,A,,,,,,,
1711,3,2,1,4,2,1,1,1,1,1,B,,,,,,,
1712,3,2,1,4,2,1,1,1,1,2,,,,,,,,
1713,3,2,1,4,2,1,1,1,1,3,,,,,,,,
1714,3,2,1,4,2,1,1,1,2,1,B,,,,,,,
1715,3,2,1,4,2,1,1,1,2,2,,,,,,,,
1716,3,2,1,4,2,1,1,1,2,3,,,,,,,,
1717,3,2,1,4,2,1,1,1,3,1,B,,,,,,,
1718,3,2,1,4,2,1,1,1,3,2,,,,,,,,
1719,3,2,1,4,2,1,1,1,3,3,,,,,,,,
1720,3,2,1,4,3,1,1,1,1,1,B,,,,,,,
1721,3,2,1,4,3,1,1,1,1,2,,,,,,,,
1722,3,2,1,4,3,1,1,1,1,3,,,,,,,,
1723,3,2,1,4,3,1,1,1,2,1,B,,,,,,,
1724,3,2,1,4,3,1,1,1,2,2,,,,,,,,
1725,3,2,1,4,3,1,1,1,2,3,,,,,,,,
1726,3,2,1,4,3,1,1,1,3,1,B,,,,,,,
1727,3,2,1,4,3,1,1,1,3,2,,,,,,,,
1728,3,2,1,4,3,1,1,1,3,3,,,,,,,,
1729,3,2,2,1,1,1,1,1,1,1,,,,,,,,
1730,3,2,2,1,1,1,1,1,1,2,A,,,,,,,
1731,3,2,2,1,1,1,1,1,1,3,A,,,,,,,
1732,3,2,2,1,1,1,1,1,2,1,,,,,,,,
1733,3,2,2,1,1,1,1,1,2,2,A,,,,,,,
1734,3,2,2,1,1,1,1,1,2,3,A,,,,,,,
1735,3,2,2,1,1,1,1,1,3,1,,,,,,,,
1736,3,2,2,1,1,1,1,1,3,2,A,,,,,,,
1737,3,2,2,1,1,1,1,1,3,3,A,,,,,,,
1738,3,2,2,1,2,1,1,1,1,1,B,,,,,,,
1739,3,2,2,1,2,1,1,1,1,2,,,,,,,,
1740,3,2,2,1,2,1,1,1,1,3,,,,,,,,
1741,3,2,2,1,2,1,1,1,2,1,B,,,,,,,
1742,3,2,2,1,2,1,1,1,2,2,,,,,,,,
1743,3,2,2,1,2,1,1,1,2,3,,,,,,,,
1744,3,2,2,1,2,1,1,1,3,1,B,,,,,,,
1745,3,2,2,1,2,1,1,1,3,2,,,,,,,,
1746,3,2,2,1,2,1,1,1,3,3,,,,,,,,
1747,3,2,2,1,3,1,1,1,1,1,B,,,,,,,
1748,3,2,2,1,3,1,1,1,1,2,,,,,,,,
1749,3,2,2,1,3,1,1,1,1,3,,,,,,,,
1750,3,2,2,1,3,1,1,1,2,1,B,,,,,,,
1751,3,2,2,1,3,1,1,1,2,2,,,,,,,,
1752,3,2,2,1,3,1,1,1,2,3,,,,,,,,
1753,3,2,2,1,3,1,1,1,3,1,B,,,,,,,
1754,3,2,2,1,3,1,1,1,3,2,,,,,,,,
1755,3,2,2,1,3,1,1,1,3,3,,,,,,,,
1756,3,2,2,2,1,1,1,1,1,1,,,,,,,,
1757,3,2,2,2,1,1,1,1,1,2,A,,,,,,,
1758,3,2,2,2,1,1,1,1,1,3,A,,,,,,,
1759,3,2,2,2,1,1,1,1,2,1,,,,,,,,
1760,3,2,2,2,1,1,1,1,2,2,A,,,,,,,
1761,3,2,2,2,1,1,1,1,2,3,A,,,,,,,
1762,3,2,2,2,1,1,1,1,3,1,,,,,,,,
1763,3,2,2,2,1,1,1,1,3,2,A,,,,,,,
1764,3,2,2,2,1,1,1,1,3,3,A,,,,,,,
1765,3,2,2,2,2,1,1,1,1,1,B,,,,,,,
1766,3,2,2,2,2,1,1,1,1,2,,,,,,,,
1767,3,2,2,2,2,1,1,1,1,3,,,,,,,,
1768,3,2,2,2,2,1,1,1,2,1,B,,,,,,,
1769,3,2,2,2,2,1,1,1,2,2,,,,,,,,
1770,3,2,2,2,2,1,1,1,2,3,,,,,,,,
1771,3,2,2,2,2,1,1,1,3,1,B,,,,,,,
1772,3,2,2,2,2,1,1,1,3,2,,,,,,,,
1773,3,2,2,2,2,1,1,1,3,3,,,,,,,,
1774,3,2,2,2,3,1,1,1,1,1,B,,,,,,,
1775,3,2,2,2,3,1,1,1,1,2,,,,,,,,
